"ID";"Geslacht";"Arbeidsmarktpositie";"Peilmoment";"Studiekenmerken";"Persoonskenmerken";"Perioden";"HboTotaal_1";"HboVoltijd_2";"HboDeeltijd_3";"HboTotaal_4";"HboVoltijd_5";"HboDeeltijd_6";"HboTotaal_7";"HboTotaalVoltijd_8";"HboTotaalDeeltijd_9";"HboBachelorTotaal_10";"HboBachelorVoltijd_11";"HboBachelorDeeltijd_12";"HboMasterTotaal_13";"HboMasterVoltijd_14";"HboMasterDeeltijd_15";"HboAssociateDegreeTotaal_16";"HboAssociateDegreeVoltijd_17";"HboAssociateDegreeDeeltijd_18"
"45231";"3";"18";"02";"16";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"45239";"3";"18";"02";"16";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"45247";"3";"18";"02";"17";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"45255";"3";"18";"02";"17";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"45263";"3";"18";"02";"17";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"45271";"3";"18";"02";"17";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"45279";"3";"18";"02";"17";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"45287";"3";"18";"02";"17";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"45295";"3";"18";"02";"17";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"45303";"3";"18";"02";"17";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"45311";"3";"18";"02";"17";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"45319";"3";"18";"02";"17";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"45327";"3";"18";"02";"17";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"45335";"3";"18";"02";"17";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"45343";"3";"18";"02";"17";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"45351";"3";"18";"02";"18";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"45359";"3";"18";"02";"18";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"45367";"3";"18";"02";"18";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"45375";"3";"18";"02";"18";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"45383";"3";"18";"02";"18";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"45391";"3";"18";"02";"18";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"45399";"3";"18";"02";"18";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"45407";"3";"18";"02";"18";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"45415";"3";"18";"02";"18";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"45423";"3";"18";"02";"18";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"45431";"3";"18";"02";"18";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"45439";"3";"18";"02";"18";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"45447";"3";"18";"02";"18";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"45455";"3";"18";"03";"00";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"45463";"3";"18";"03";"00";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"45471";"3";"18";"03";"00";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"45479";"3";"18";"03";"00";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"45487";"3";"18";"03";"00";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"45495";"3";"18";"03";"00";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"45503";"3";"18";"03";"00";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"45511";"3";"18";"03";"00";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"45519";"3";"18";"03";"00";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"45527";"3";"18";"03";"00";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"45535";"3";"18";"03";"00";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"45543";"3";"18";"03";"00";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"45551";"3";"18";"03";"00";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"45559";"3";"18";"03";"01";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"45567";"3";"18";"03";"01";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"45575";"3";"18";"03";"01";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"45583";"3";"18";"03";"01";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"45591";"3";"18";"03";"01";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"45599";"3";"18";"03";"01";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"45607";"3";"18";"03";"01";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"45615";"3";"18";"03";"01";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"45623";"3";"18";"03";"01";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"45631";"3";"18";"03";"01";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"45639";"3";"18";"03";"01";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"45647";"3";"18";"03";"01";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"45655";"3";"18";"03";"01";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"45663";"3";"18";"03";"02";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"45671";"3";"18";"03";"02";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"45679";"3";"18";"03";"02";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"45687";"3";"18";"03";"02";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"45695";"3";"18";"03";"02";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"45703";"3";"18";"03";"02";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"45711";"3";"18";"03";"02";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"45719";"3";"18";"03";"02";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"45727";"3";"18";"03";"02";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"45735";"3";"18";"03";"02";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"45743";"3";"18";"03";"02";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"45751";"3";"18";"03";"02";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"45759";"3";"18";"03";"02";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"45767";"3";"18";"03";"03";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"45775";"3";"18";"03";"03";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"45783";"3";"18";"03";"03";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"45791";"3";"18";"03";"03";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"45799";"3";"18";"03";"03";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"45807";"3";"18";"03";"03";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"45815";"3";"18";"03";"03";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"45823";"3";"18";"03";"03";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"45831";"3";"18";"03";"03";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"45839";"3";"18";"03";"03";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"45847";"3";"18";"03";"03";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"45855";"3";"18";"03";"03";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"45863";"3";"18";"03";"03";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"45871";"3";"18";"03";"04";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"45879";"3";"18";"03";"04";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"45887";"3";"18";"03";"04";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"45895";"3";"18";"03";"04";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"45903";"3";"18";"03";"04";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"45911";"3";"18";"03";"04";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"45919";"3";"18";"03";"04";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"45927";"3";"18";"03";"04";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"45935";"3";"18";"03";"04";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"45943";"3";"18";"03";"04";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"45951";"3";"18";"03";"04";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"45959";"3";"18";"03";"04";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"45967";"3";"18";"03";"04";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"45975";"3";"18";"03";"05";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"45983";"3";"18";"03";"05";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"45991";"3";"18";"03";"05";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"45999";"3";"18";"03";"05";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"46007";"3";"18";"03";"05";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"46015";"3";"18";"03";"05";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"46023";"3";"18";"03";"05";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"46031";"3";"18";"03";"05";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"46039";"3";"18";"03";"05";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"46047";"3";"18";"03";"05";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"46055";"3";"18";"03";"05";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"46063";"3";"18";"03";"05";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"46071";"3";"18";"03";"05";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"46079";"3";"18";"03";"06";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"46087";"3";"18";"03";"06";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"46095";"3";"18";"03";"06";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"46103";"3";"18";"03";"06";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"46111";"3";"18";"03";"06";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"46119";"3";"18";"03";"06";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"46127";"3";"18";"03";"06";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"46135";"3";"18";"03";"06";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"46143";"3";"18";"03";"06";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"46151";"3";"18";"03";"06";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"46159";"3";"18";"03";"06";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"46167";"3";"18";"03";"06";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"46175";"3";"18";"03";"06";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"46183";"3";"18";"03";"07";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"46191";"3";"18";"03";"07";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"46199";"3";"18";"03";"07";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"46207";"3";"18";"03";"07";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"46215";"3";"18";"03";"07";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"46223";"3";"18";"03";"07";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"46231";"3";"18";"03";"07";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"46239";"3";"18";"03";"07";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"46247";"3";"18";"03";"07";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"46255";"3";"18";"03";"07";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"46263";"3";"18";"03";"07";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"46271";"3";"18";"03";"07";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
